ID,SEX,EDUCATION,MARRIAGE,AGE,LIMIT_BAL,default
103535,1,1,2,48,270000,0
103536,1,2,2,26,50000,0
103537,2,2,2,25,100000,1
103538,1,2,2,28,360000,0
103539,1,2,2,39,20000,0
103540,1,2,2,27,50000,0
103541,1,3,2,42,100000,0
103542,1,3,1,39,140000,0
103543,1,1,1,39,350000,0
103544,2,3,1,37,270000,0
103545,2,3,1,42,460000,0
103546,2,1,2,28,450000,0
103547,1,1,1,47,240000,0
103548,1,2,1,51,50000,0
103549,1,1,1,41,380000,1
103550,2,2,1,28,110000,0
103551,2,1,1,44,200000,0
103552,2,1,2,41,500000,0
103553,2,2,1,35,260000,0
103554,1,2,2,29,150000,0
103555,2,3,3,42,30000,0
103556,1,2,2,30,200000,0
103557,2,2,1,49,100000,0
103558,2,2,1,45,50000,0
103559,2,3,2,56,210000,0
103560,1,2,1,44,240000,0
103561,2,2,2,25,140000,0
103562,1,2,1,49,50000,0
103563,2,1,1,27,360000,1
103564,1,2,1,47,180000,0
103565,1,2,2,36,100000,0
103566,2,2,1,29,90000,0
103567,2,1,1,37,90000,0
103568,1,2,1,52,90000,0
103569,1,2,2,29,300000,0
103570,1,3,1,36,20000,0
103571,2,1,2,27,50000,0
103572,1,3,1,45,50000,0
103573,2,1,2,22,30000,1
103574,2,1,2,28,60000,0
103575,2,2,1,39,450000,0
103576,1,1,2,46,130000,1
103577,1,2,1,27,50000,0
103578,2,2,1,52,220000,0
103579,1,2,1,26,50000,0
103580,1,2,2,36,20000,0
103581,1,3,1,54,110000,0
103582,2,1,2,36,70000,0
103583,2,3,1,38,380000,0
103584,1,3,0,35,70000,0
103585,2,2,2,29,90000,0
103586,1,3,3,52,130000,1
103587,2,1,2,26,240000,0
103588,1,3,1,32,120000,0
103589,2,1,1,44,240000,0
103590,1,1,2,45,300000,0
103591,1,2,1,39,50000,0
103592,2,1,1,40,100000,0
103593,1,1,2,39,500000,0
103594,1,5,2,50,20000,0
103595,2,1,2,39,280000,0
103596,1,2,2,21,30000,0
103597,1,1,2,24,20000,0
103598,1,1,2,32,140000,0
103599,1,3,2,27,130000,0
103600,2,2,2,23,100000,0
103601,1,2,2,25,100000,0
103602,1,1,2,31,360000,0
103603,1,3,3,42,10000,1
103604,1,3,1,65,50000,0
103605,1,2,2,24,10000,0
103606,1,1,1,38,210000,1
103607,1,2,1,31,320000,0
103608,2,2,2,24,160000,1
103609,2,2,1,27,70000,1
103610,2,2,2,30,280000,0
103611,1,1,2,29,40000,0
103612,2,3,2,51,50000,0
103613,2,5,1,25,80000,0
103614,1,3,2,42,30000,1
103615,2,2,1,24,20000,0
103616,2,2,2,42,130000,0
103617,1,2,2,25,10000,0
103618,1,1,2,34,280000,0
103619,1,1,1,34,300000,0
103620,1,2,1,29,230000,0
103621,2,2,1,39,80000,0
103622,2,2,2,40,470000,0
103623,1,2,2,39,210000,0
103624,2,1,2,32,200000,0
103625,1,2,1,46,50000,0
103626,2,2,1,37,300000,0
103627,2,1,1,33,500000,0
103628,2,2,1,36,150000,0
103629,1,2,2,25,50000,0
103630,1,1,1,37,270000,1
103631,2,2,2,27,60000,1
103632,2,3,2,31,200000,0
103633,2,2,2,23,50000,0
103634,2,1,2,31,140000,1
103635,2,2,2,25,120000,0
103636,1,2,1,29,20000,0
103637,2,3,2,27,70000,0
103638,1,2,2,37,230000,1
103639,2,2,1,33,270000,0
103640,1,1,2,56,20000,0
103641,2,1,2,24,140000,0
103642,2,2,2,33,180000,0
103643,1,1,1,36,190000,0
103644,2,2,2,29,100000,0
103645,2,1,2,26,50000,0
103646,2,2,1,38,250000,0
103647,2,2,1,44,250000,0
103648,1,3,1,64,30000,1
103649,2,2,2,29,80000,0
103650,2,2,2,31,380000,0
103651,2,2,1,32,350000,0
103652,1,1,2,48,160000,1
103653,1,3,1,45,70000,1
103654,1,1,1,33,150000,0
103655,1,2,2,27,40000,1
103656,2,2,2,30,350000,0
103657,1,3,2,27,50000,1
103658,1,1,1,41,390000,0
103659,1,1,2,32,330000,0
103660,1,1,1,60,100000,1
103661,2,2,1,58,70000,0
103662,2,1,1,41,240000,0
103663,1,2,2,23,30000,0
103664,2,2,1,55,10000,1
103665,1,1,2,33,470000,0
103666,2,2,2,26,200000,1
103667,1,4,2,22,50000,0
103668,2,1,2,29,90000,0
103669,2,1,1,35,220000,0
103670,2,2,2,23,40000,1
103671,1,2,1,43,120000,0
103672,2,2,2,22,30000,0
103673,1,2,1,54,110000,1
103674,1,2,1,35,280000,0
103675,2,1,1,31,150000,0
103676,1,3,2,49,20000,0
103677,1,2,1,43,50000,1
103678,1,1,2,36,170000,0
103679,1,2,1,46,100000,1
103680,1,1,2,28,80000,0
103681,1,1,1,32,30000,1
103682,2,1,1,35,80000,0
103683,1,1,2,30,60000,1
103684,2,2,2,24,110000,0
103685,2,2,1,46,10000,1
103686,1,1,2,26,30000,0
103687,1,2,2,45,60000,0
103688,1,3,1,49,150000,0
103689,2,3,1,40,750000,0
103690,1,2,1,29,30000,0
103691,2,2,2,51,160000,0
103692,2,1,2,42,50000,0
103693,1,2,2,30,160000,0
103694,2,2,1,42,30000,0
103695,1,1,1,35,350000,0
103696,2,1,2,24,20000,0
103697,1,2,2,39,50000,0
103698,1,3,1,27,180000,1
103699,1,3,2,23,30000,1
103700,1,2,1,52,100000,0
103701,1,1,2,29,80000,0
103702,1,2,1,43,150000,0
103703,2,1,2,39,210000,0
103704,2,2,1,37,240000,0
103705,2,3,2,40,500000,0
103706,1,2,2,28,210000,0
103707,2,1,2,48,250000,1
103708,2,1,2,46,500000,0
103709,1,2,1,35,100000,1
103710,2,1,2,27,50000,0
103711,1,2,2,27,160000,0
103712,2,3,1,25,90000,1
103713,1,2,2,28,20000,0
103714,1,1,1,44,50000,0
103715,1,1,2,45,50000,0
103716,2,1,1,37,500000,0
103717,2,2,1,47,90000,0
103718,1,1,2,29,360000,0
103719,1,2,2,50,140000,0
103720,1,1,2,44,140000,0
103721,2,1,2,44,230000,1
103722,2,2,2,25,50000,0
103723,2,2,1,50,130000,0
103724,2,1,2,44,330000,1
103725,1,1,2,30,210000,0
103726,2,1,1,27,10000,0
103727,2,2,1,54,50000,0
103728,2,1,1,46,100000,0
103729,2,3,1,26,70000,0
103730,2,2,1,45,50000,0
103731,2,1,1,28,170000,0
103732,1,1,1,36,80000,0
103733,1,3,2,27,150000,0
103734,2,3,2,23,50000,0
103735,1,2,1,34,80000,0
103736,2,1,2,24,120000,0
103737,1,3,1,47,470000,0
103738,2,3,1,52,80000,0
103739,1,1,2,30,60000,0
103740,1,2,2,42,80000,0
103741,1,1,1,43,500000,1
103742,1,2,2,26,110000,0
103743,2,2,1,44,80000,0
103744,2,1,1,44,400000,1
103745,2,1,2,29,90000,0
103746,2,5,1,53,150000,0
103747,2,1,1,35,360000,0
103748,1,3,1,29,170000,0
103749,1,3,2,37,110000,1
103750,2,1,2,29,220000,0
103751,2,1,2,47,500000,0
103752,1,1,1,48,340000,0
103753,2,2,2,32,180000,0
103754,1,1,2,44,490000,0
103755,2,2,2,30,20000,1
103756,2,3,2,37,160000,1
103757,2,1,2,25,80000,0
103758,2,1,1,36,380000,0
103759,2,3,1,33,70000,1
103760,1,1,2,29,80000,0
103761,1,2,1,58,380000,0
103762,2,1,2,24,230000,0
103763,1,2,2,28,130000,1
103764,2,1,1,35,160000,0
103765,2,3,1,42,50000,0
103766,1,1,1,45,180000,0
103767,2,3,1,41,200000,1
103768,1,3,1,41,520000,1
103769,1,2,2,46,30000,1
103770,2,2,3,41,150000,0
103771,2,2,1,32,210000,0
103772,2,2,2,36,50000,1
103773,2,2,1,37,20000,0
103774,2,3,1,42,130000,0
103775,1,2,2,24,60000,0
103776,1,1,2,25,20000,0
103777,1,3,1,38,80000,0
103778,1,2,2,30,80000,1
103779,1,2,2,25,60000,0
103780,1,1,1,38,410000,0
103781,2,1,2,34,240000,0
103782,2,2,1,46,180000,0
103783,1,2,2,32,100000,0
103784,2,3,2,45,60000,1
103785,2,1,2,26,50000,1
103786,2,1,1,34,240000,0
103787,1,3,2,42,40000,0
103788,2,1,2,23,80000,0
103789,1,2,2,52,320000,0
103790,1,2,1,43,420000,0
103791,1,2,1,48,500000,0
103792,2,2,2,24,290000,0
103793,1,1,1,45,190000,0
103794,1,1,2,33,100000,1
103795,2,2,2,26,230000,0
103796,1,2,1,36,50000,0
103797,1,2,1,43,210000,0
103798,1,3,1,56,480000,0
103799,1,1,2,41,120000,0
103800,1,2,2,28,160000,0
103801,1,2,1,27,110000,0
103802,2,2,1,60,260000,0
103803,1,1,2,24,80000,0
103804,1,2,1,58,50000,0
103805,2,2,2,29,100000,0
103806,2,1,1,44,260000,0
103807,1,2,2,25,50000,0
103808,2,1,2,27,170000,0
103809,2,2,1,37,210000,1
103810,1,1,1,51,500000,0
103811,2,1,1,45,180000,0
103812,2,2,1,37,340000,0
103813,1,3,2,30,160000,0
103814,2,2,1,22,30000,1
103815,2,2,1,44,230000,0
103816,1,3,2,22,30000,0
103817,1,2,2,33,480000,0
103818,1,1,1,44,360000,0
103819,2,1,2,29,100000,1
103820,2,2,2,31,200000,0
103821,1,1,2,40,200000,0
103822,2,2,2,23,90000,0
103823,1,2,2,24,50000,0
103824,2,2,1,42,80000,1
103825,2,1,1,48,260000,0
103826,2,3,1,25,80000,0
103827,1,2,2,53,50000,0
103828,2,1,2,29,90000,0
103829,1,2,1,30,290000,0
103830,2,3,1,30,20000,0
103831,1,2,2,40,50000,1
103832,1,2,2,36,80000,0
103833,2,1,2,28,390000,0
103834,2,2,2,35,20000,0
103835,2,2,2,24,150000,1
103836,1,2,1,38,20000,1
103837,1,1,1,44,20000,0
103838,1,1,2,44,250000,0
103839,2,2,2,25,230000,0
103840,1,3,1,40,20000,0
103841,2,2,2,32,310000,0
103842,1,1,2,49,480000,0
103843,1,3,1,22,50000,0
103844,1,2,1,35,190000,1
103845,1,2,2,41,50000,0
103846,2,2,2,29,50000,1
103847,1,2,1,38,50000,0
103848,2,2,1,45,300000,0
103849,1,1,2,28,260000,0
103850,1,1,2,27,190000,0
103851,1,3,3,53,500000,0
103852,1,2,2,43,50000,1
103853,2,3,1,27,50000,1
103854,2,2,1,42,130000,0
103855,1,1,1,38,80000,0
103856,1,2,3,37,50000,0
103857,2,2,2,31,50000,0
103858,2,1,2,33,220000,0
103859,2,1,2,35,50000,0
103860,2,1,2,29,90000,0
103861,2,2,2,43,360000,0
103862,2,2,1,49,280000,0
103863,1,3,2,25,80000,0
103864,2,1,2,34,60000,0
103865,2,2,2,31,60000,0
103866,2,1,2,28,90000,0
103867,2,3,3,48,10000,0
103868,1,2,2,36,140000,0
103869,1,1,1,42,280000,1
103870,2,2,1,24,140000,0
103871,2,3,2,26,120000,0
103872,2,2,1,39,130000,0
103873,1,2,1,48,290000,0
103874,1,2,1,33,80000,0
103875,2,2,2,22,50000,1
103876,2,2,1,33,450000,0
103877,1,3,1,37,50000,1
103878,2,1,2,27,170000,0
103879,1,2,2,30,210000,0
103880,2,2,2,23,30000,0
103881,1,2,2,34,170000,1
103882,2,2,2,22,20000,0
103883,1,3,1,54,50000,0
103884,2,2,1,42,100000,0
103885,2,1,2,27,140000,0
103886,2,1,1,37,150000,1
103887,2,3,2,23,60000,1
103888,1,3,1,33,200000,1
103889,2,1,2,27,200000,0
103890,2,1,2,35,50000,1
103891,1,2,2,32,60000,0
103892,2,3,1,32,50000,1
103893,2,2,1,55,140000,0
103894,2,2,1,32,80000,1
103895,2,1,1,37,290000,1
103896,2,1,2,28,150000,0
103897,2,2,2,40,200000,0
103898,2,2,2,29,130000,1
103899,1,2,2,34,490000,0
103900,1,2,1,40,200000,1
103901,2,1,1,54,210000,0
103902,2,1,2,29,260000,1
103903,1,2,1,42,80000,0
103904,2,2,2,30,210000,0
103905,2,2,3,52,210000,0
103906,2,3,1,41,40000,0
103907,1,1,2,49,50000,0
103908,2,1,2,27,80000,0
103909,2,1,2,37,80000,1
103910,2,1,2,43,250000,0
103911,2,1,2,27,100000,0
103912,2,1,2,32,150000,1
103913,1,2,2,30,70000,1
103914,1,1,2,29,150000,0
103915,2,1,2,31,360000,0
103916,1,2,2,29,90000,0
103917,2,2,1,28,160000,0
103918,2,2,1,33,360000,0
103919,2,1,2,33,420000,0
103920,2,2,1,47,50000,0
103921,2,2,2,28,160000,1
103922,2,3,1,41,240000,0
103923,2,2,1,37,80000,0
103924,2,1,2,29,360000,1
103925,2,2,1,34,210000,0
103926,2,1,2,28,320000,1
103927,2,3,1,50,20000,0
103928,2,2,1,27,180000,1
103929,1,2,1,50,490000,0
103930,2,2,2,22,30000,0
103931,2,1,1,34,290000,0
103932,2,2,1,46,340000,0
103933,1,2,2,30,30000,1
103934,2,1,2,34,60000,0
103935,1,5,2,29,180000,0
103936,1,3,1,57,160000,0
103937,1,1,1,33,170000,0
103938,1,2,1,42,50000,0
103939,1,2,1,45,50000,0
103940,2,1,1,32,360000,0
103941,2,2,1,35,160000,1
103942,2,1,2,39,260000,0
103943,2,1,2,31,350000,0
103944,2,2,2,26,30000,0
103945,2,2,2,27,180000,0
103946,2,1,2,30,230000,0
103947,1,2,1,42,30000,0
103948,2,2,2,53,210000,1
103949,2,1,1,49,150000,0
103950,2,1,2,30,170000,0
103951,1,2,2,28,80000,0
103952,2,2,1,29,30000,1
103953,1,2,2,38,50000,0
103954,2,2,2,24,140000,0
103955,2,1,1,22,30000,0
103956,1,2,1,45,50000,0
103957,1,1,2,24,20000,0
103958,1,1,1,37,180000,0
103959,1,2,2,46,30000,0
103960,1,2,2,26,210000,0
103961,1,2,2,35,30000,0
103962,2,2,2,31,50000,0
103963,2,1,2,31,270000,0
103964,2,2,2,25,70000,0
103965,1,2,2,32,110000,0
103966,2,1,2,24,20000,1
103967,1,2,1,37,150000,1
103968,1,1,1,59,420000,0
103969,1,1,2,24,20000,0
103970,1,1,2,51,170000,0
103971,1,3,1,35,20000,0
103972,2,1,2,34,280000,0
103973,1,1,1,46,180000,1
103974,1,1,2,33,280000,1
103975,1,1,2,27,60000,1
103976,1,1,1,56,150000,1
103977,2,1,2,24,300000,0
103978,2,1,2,42,180000,0
103979,1,3,1,44,380000,0
103980,2,2,2,22,10000,0
103981,1,3,1,45,50000,0
103982,2,2,2,22,50000,1
103983,2,1,2,25,50000,0
103984,2,2,1,37,140000,0
103985,1,2,2,36,110000,0
103986,1,2,1,63,260000,0
103987,2,2,2,26,50000,0
103988,2,1,2,30,180000,0
103989,2,2,2,26,150000,0
103990,2,1,1,39,80000,0
103991,2,1,2,31,210000,0
103992,1,1,1,44,320000,0
103993,2,2,1,36,100000,0
103994,2,1,1,35,100000,0
103995,1,1,2,24,50000,0
103996,1,3,1,43,240000,1
103997,2,1,2,33,300000,0
103998,2,1,1,31,270000,0
103999,2,2,2,24,50000,0
104000,2,2,1,32,130000,1
104001,2,1,2,28,80000,0
104002,2,2,1,50,410000,0
104003,1,2,1,36,80000,1
104004,2,3,1,58,160000,0
104005,2,1,2,40,500000,0
104006,2,2,1,36,20000,0
104007,2,4,1,34,180000,0
104008,2,2,1,45,200000,1
104009,1,3,1,44,310000,0
104010,1,1,2,40,160000,0
104011,2,3,1,61,170000,0
104012,1,1,1,45,500000,1
104013,2,1,2,28,140000,0
104014,2,3,1,48,80000,0
104015,2,2,2,28,420000,0
104016,2,3,0,24,90000,0
104017,1,3,1,44,20000,0
104018,2,2,1,31,170000,0
104019,2,2,2,26,30000,0
104020,1,3,2,26,20000,0
104021,2,1,1,49,280000,1
104022,2,3,2,40,30000,0
104023,2,1,1,38,170000,0
104024,2,1,1,38,290000,0
104025,2,1,2,24,290000,0
104026,2,2,2,33,360000,0
104027,2,2,1,34,190000,0
104028,1,3,2,48,20000,0
104029,2,1,2,38,460000,0
104030,2,1,2,26,230000,0
104031,1,2,1,37,170000,0
104032,1,2,2,27,20000,0
104033,1,1,2,30,200000,0
104034,2,3,1,53,80000,0
104035,1,1,1,53,380000,0
104036,1,1,1,40,500000,1
104037,1,2,1,49,170000,1
104038,2,1,2,23,20000,0
104039,2,2,1,32,320000,0
104040,2,1,2,23,50000,1
104041,2,1,2,33,320000,0
104042,1,1,2,28,200000,0
104043,1,1,2,28,20000,1
104044,2,3,2,42,230000,1
104045,2,1,2,29,130000,1
104046,1,1,2,28,310000,1
104047,2,3,2,58,50000,0
104048,1,3,2,45,90000,0
104049,2,3,1,42,260000,0
104050,2,2,2,52,220000,0
104051,1,2,2,30,80000,1
104052,2,3,2,61,50000,0
104053,2,2,1,39,20000,0
104054,2,1,2,25,100000,0
104055,1,2,2,32,320000,0
104056,2,2,2,31,200000,0
104057,2,1,2,25,80000,0
104058,2,2,1,34,120000,1
104059,2,1,1,35,200000,0
104060,2,2,1,24,140000,0
104061,1,2,1,52,50000,1
104062,1,2,2,25,60000,0
104063,2,2,2,33,200000,0
104064,1,2,1,53,20000,1
104065,2,3,1,49,350000,0
104066,2,3,1,40,50000,1
104067,1,2,1,44,120000,1
104068,1,2,1,35,150000,0
104069,2,2,1,48,180000,0
104070,2,1,1,55,130000,0
104071,2,2,1,41,80000,0
104072,2,2,1,49,390000,0
104073,2,1,2,27,50000,1
104074,1,2,2,31,50000,0
104075,2,2,1,29,320000,1
104076,2,2,1,43,200000,0
104077,1,3,2,59,30000,1
104078,2,2,1,36,290000,0
104079,2,3,1,57,50000,0
104080,1,3,1,45,140000,1
104081,2,2,2,23,80000,0
104082,2,2,2,28,280000,0
104083,2,2,1,53,80000,0
104084,2,2,1,29,60000,0
104085,2,1,2,26,360000,0
104086,1,2,2,32,520000,0
104087,2,2,1,43,210000,1
104088,1,1,2,26,360000,0
104089,1,1,2,27,100000,0
104090,2,3,1,45,50000,1
104091,2,2,1,31,280000,0
104092,1,1,2,26,120000,0
104093,1,1,2,29,50000,1
104094,2,1,1,48,360000,0
104095,2,2,1,35,140000,1
104096,2,1,1,33,240000,0
104097,1,2,3,45,80000,0
104098,2,5,3,35,20000,0
104099,2,2,2,29,180000,1
104100,1,2,2,25,80000,0
104101,2,2,2,39,300000,0
104102,1,2,2,31,70000,0
104103,2,1,1,30,180000,1
104104,1,2,1,33,150000,0
104105,2,3,2,36,30000,1
104106,1,2,2,31,20000,0
104107,1,2,2,29,30000,0
104108,1,1,2,38,500000,1
104109,2,1,2,29,290000,0
104110,2,2,1,47,500000,0
104111,1,2,2,37,150000,0
104112,2,2,2,23,50000,0
104113,2,1,1,47,180000,1
104114,2,1,1,40,150000,0
104115,2,2,2,34,210000,1
104116,2,5,2,23,30000,0
104117,1,3,1,51,360000,0
104118,2,2,1,38,60000,0
104119,2,2,2,25,230000,0
104120,1,3,1,39,260000,0
104121,2,2,2,34,210000,0
104122,2,1,2,42,200000,0
104123,1,2,1,37,20000,0
104124,1,3,2,53,30000,0
104125,1,2,1,28,50000,1
104126,1,3,1,43,200000,0
104127,2,1,2,27,140000,0
104128,2,1,2,42,250000,0
104129,1,1,1,43,200000,0
104130,2,1,2,30,80000,0
104131,2,3,1,48,60000,0
104132,2,3,2,36,240000,0
104133,2,2,2,30,330000,1
104134,2,2,2,25,50000,1
104135,1,3,2,33,110000,1
104136,1,3,2,29,30000,1
104137,1,2,1,36,20000,1
104138,1,1,2,43,20000,1
104139,1,2,2,24,80000,0
104140,2,1,1,47,180000,0
104141,1,2,2,27,80000,0
104142,1,1,2,30,150000,0
104143,1,1,2,29,130000,1
104144,1,3,2,32,240000,0
104145,2,1,2,28,400000,0
104146,1,1,2,22,20000,1
104147,1,1,2,35,240000,0
104148,2,2,1,26,110000,1
104149,2,2,2,26,80000,0
104150,1,3,1,58,50000,0
104151,1,1,1,37,330000,0
104152,2,5,1,32,230000,0
104153,2,2,2,26,140000,1
104154,1,2,1,34,360000,0
104155,1,3,1,46,70000,1
104156,2,1,2,27,260000,0
104157,2,3,3,29,80000,0
104158,2,2,2,48,180000,0
104159,2,1,2,30,190000,0
104160,1,1,1,50,190000,1
104161,1,1,1,39,260000,0
104162,1,2,2,27,200000,1
104163,2,1,2,47,340000,1
104164,2,1,1,36,150000,0
104165,1,2,1,40,100000,0
104166,2,2,1,45,100000,1
104167,2,5,2,34,200000,0
104168,1,1,2,39,230000,0
104169,1,1,1,40,200000,0
104170,1,1,2,28,140000,0
104171,1,2,2,24,30000,0
104172,2,2,2,30,100000,0
104173,1,2,1,41,50000,1
104174,2,1,1,41,330000,0
104175,2,1,1,36,500000,1
104176,2,2,2,31,500000,0
104177,2,2,2,28,50000,0
104178,2,1,2,25,50000,0
104179,2,2,1,42,50000,0
104180,1,2,1,51,20000,0
104181,2,3,2,24,70000,0
104182,2,1,2,34,60000,1
104183,1,1,2,36,230000,0
104184,1,3,1,58,60000,0
104185,1,2,1,43,330000,0
104186,2,1,1,35,500000,0
104187,2,3,1,45,30000,0
104188,2,1,1,53,160000,0
104189,1,2,2,40,110000,0
104190,2,1,2,35,50000,0
104191,2,2,1,43,50000,0
104192,1,1,2,28,210000,0
104193,2,2,1,30,500000,0
104194,1,3,1,50,320000,0
104195,2,1,2,32,350000,0
104196,1,3,2,27,50000,0
104197,2,2,1,34,50000,0
104198,2,2,1,33,20000,1
104199,2,2,1,47,80000,1
104200,1,1,2,35,170000,0
104201,2,2,1,24,50000,1
104202,1,3,2,49,400000,0
104203,2,1,2,24,60000,0
104204,2,2,2,50,50000,0
104205,2,1,1,45,250000,0
104206,2,3,2,53,320000,1
104207,2,1,2,27,260000,0
104208,1,2,2,24,20000,0
104209,1,1,2,25,50000,0
104210,1,2,1,35,50000,0
104211,1,1,2,35,50000,0
104212,1,1,1,46,250000,0
104213,2,2,2,28,330000,0
104214,2,1,2,31,140000,0
104215,2,2,2,50,20000,1
104216,2,1,2,28,70000,0
104217,2,1,2,31,160000,0
104218,2,2,1,34,240000,0
104219,2,1,2,27,300000,0
104220,2,2,1,28,30000,1
104221,2,2,2,40,20000,0
104222,2,1,1,44,330000,0
104223,2,1,2,29,420000,0
104224,1,2,2,29,70000,1
104225,1,1,2,29,140000,0
104226,2,2,2,24,40000,1
104227,2,2,1,36,50000,0
104228,2,2,1,37,210000,0
104229,2,2,1,33,180000,0
104230,1,2,2,45,50000,0
104231,2,2,2,54,320000,0
104232,1,1,1,41,230000,0
104233,2,2,1,40,160000,0
104234,1,2,2,25,110000,0
104235,2,3,1,39,250000,0
104236,2,5,2,37,20000,0
104237,1,3,1,32,140000,0
104238,2,2,1,42,60000,1
104239,1,1,2,24,20000,1
104240,1,3,2,34,60000,0
104241,2,5,1,35,210000,0
104242,2,3,1,55,50000,0
104243,1,2,3,37,10000,0
104244,1,2,2,51,50000,1
104245,2,2,1,33,140000,0
104246,2,2,1,38,50000,0
104247,1,2,1,36,80000,1
104248,2,1,2,33,520000,1
104249,2,2,3,57,200000,0
104250,2,2,1,35,200000,0
104251,2,2,1,44,60000,0
104252,2,2,1,42,180000,0
104253,2,2,2,24,120000,0
104254,1,2,1,47,50000,0
104255,1,2,2,27,10000,1
104256,1,1,2,34,520000,0
104257,2,1,1,33,500000,0
104258,1,2,2,24,50000,0
104259,2,1,2,36,360000,0
104260,2,1,1,48,400000,0
104261,1,2,2,30,90000,0
104262,2,1,1,38,150000,1
104263,1,2,2,31,350000,0
104264,1,2,1,31,500000,0
104265,2,2,2,24,160000,0
104266,1,1,2,35,80000,0
104267,1,2,2,38,130000,0
104268,2,3,2,31,100000,0
104269,1,2,1,46,80000,0
104270,2,2,2,24,50000,0
104271,1,1,2,27,200000,0
104272,2,2,2,28,330000,0
104273,2,1,2,26,50000,1
104274,2,2,2,23,80000,1
104275,2,3,1,60,30000,0
104276,2,1,2,26,60000,0
104277,2,2,1,34,20000,0
104278,2,2,2,28,180000,0
104279,2,2,1,38,30000,0
104280,1,1,1,45,200000,0
104281,2,1,2,32,320000,0
104282,1,3,1,42,50000,0
104283,2,2,3,52,20000,0
104284,2,2,1,22,20000,0
104285,2,1,1,31,580000,0
104286,2,3,2,25,80000,0
104287,2,1,1,38,50000,1
104288,1,2,2,31,30000,0
104289,2,2,1,31,50000,1
104290,1,3,2,25,20000,1
104291,1,3,2,48,80000,0
104292,2,3,1,27,80000,0
104293,1,3,2,31,10000,0
104294,2,1,1,41,200000,0
104295,2,2,0,28,50000,0
104296,2,3,2,23,140000,0
104297,1,1,2,28,220000,1
104298,2,1,2,23,80000,1
104299,1,3,2,24,20000,1
104300,1,1,1,36,500000,0
104301,2,2,1,48,100000,0
104302,1,2,1,39,150000,0
104303,1,2,2,27,360000,0
104304,2,2,1,37,60000,0
104305,1,1,1,34,500000,0
104306,2,2,2,30,230000,0
104307,1,1,2,26,20000,0
104308,1,2,1,34,230000,0
104309,2,2,1,52,500000,0
104310,2,3,2,30,80000,0
104311,1,3,3,55,50000,1
104312,1,2,2,29,20000,0
104313,2,2,1,44,100000,0
104314,2,2,1,44,390000,0
104315,1,2,1,44,450000,0
104316,1,3,1,40,10000,1
104317,1,2,2,29,270000,0
104318,2,1,2,28,360000,0
104319,2,1,1,41,240000,0
104320,1,2,2,44,150000,0
104321,1,2,2,23,20000,0
104322,1,1,2,24,50000,1
104323,2,2,1,38,40000,0
104324,1,1,2,25,20000,1
104325,2,1,2,29,150000,0
104326,2,2,1,48,50000,0
104327,2,3,1,44,50000,1
104328,1,2,2,23,50000,1
104329,1,3,2,24,50000,1
104330,2,1,2,35,200000,0
104331,1,1,2,37,200000,1
104332,2,3,1,38,120000,0
104333,2,1,2,24,30000,0
104334,1,1,2,29,70000,0
104335,1,3,1,39,50000,0
104336,2,1,2,25,140000,1
104337,2,2,2,49,500000,0
104338,1,1,1,58,500000,0
104339,1,1,2,34,50000,0
104340,1,3,1,31,170000,0
104341,2,3,1,36,130000,1
104342,2,3,2,27,150000,0
104343,2,1,2,25,50000,0
104344,1,1,1,48,410000,0
104345,2,5,2,33,60000,0
104346,1,3,1,45,150000,0
104347,2,2,1,43,260000,0
104348,1,1,1,40,230000,0
104349,1,2,3,49,50000,0
104350,2,1,2,23,230000,0
104351,2,1,1,44,280000,0
104352,1,2,2,67,500000,0
104353,1,2,1,38,30000,0
104354,2,2,1,31,330000,0
104355,1,2,2,47,30000,1
104356,1,1,2,36,200000,0
104357,2,3,1,41,80000,0
104358,1,2,2,25,80000,1
104359,2,1,2,27,100000,0
104360,1,1,1,54,300000,0
104361,2,2,1,49,50000,1
104362,2,3,1,50,50000,0
104363,1,2,1,42,100000,0
104364,1,3,2,40,110000,0
104365,2,2,1,40,180000,0
104366,2,2,2,26,140000,0
104367,1,2,2,28,80000,0
104368,2,1,2,26,90000,0
104369,1,3,1,45,90000,1
104370,2,2,2,41,240000,0
104371,1,1,1,41,150000,0
104372,2,1,2,33,240000,0
104373,1,3,2,34,80000,0
104374,2,2,1,42,110000,0
104375,2,2,2,39,120000,0
104376,2,2,1,42,360000,0
104377,1,4,2,30,150000,0
104378,1,1,1,53,80000,0
104379,1,2,1,47,140000,1
104380,1,2,1,40,50000,0
104381,2,3,1,36,20000,0
104382,1,1,2,49,50000,0
104383,1,2,2,49,30000,0
104384,2,2,1,31,50000,0
104385,2,2,1,36,160000,1
104386,2,3,2,31,80000,0
104387,1,1,2,29,200000,0
104388,1,2,2,38,180000,1
104389,1,1,2,39,230000,0
104390,2,2,1,48,190000,0
104391,1,1,2,32,260000,0
104392,2,2,2,34,80000,0
104393,2,3,1,43,180000,0
104394,2,1,2,33,350000,0
104395,2,3,1,30,200000,0
104396,1,1,2,25,20000,1
104397,2,3,3,55,20000,1
104398,1,1,2,37,220000,0
104399,2,3,1,40,80000,0
104400,2,2,1,33,100000,0
104401,2,2,1,37,390000,0
104402,2,1,2,35,550000,0
104403,2,2,2,31,80000,0
104404,2,2,1,39,150000,0
104405,2,3,2,29,100000,0
104406,1,3,2,28,30000,1
